,cart_id,customer_id,product_id,product_amount,product_price
840,8,6,3,2,$83.60
841,5,3,1,5,$9.36
842,10,1,8,2,$52.29
843,9,4,4,4,$8.73
844,5,0,4,14,$57.69
845,5,2,8,19,$888.99
846,0,6,9,8,"$78,761.28"
847,1,2,2,2,"$1,820.61"
848,3,0,6,9,"$90,551.73"
849,10,6,8,3,$49.28
850,3,4,8,7,"$8,408.05"
851,4,10,8,19,$571.13
852,1,8,1,5,$10.96
853,9,2,4,18,"$2,383.37"
854,1,2,0,18,$223.23
855,2,8,6,6,$2.98
856,9,1,5,10,$4.54
857,7,7,7,17,"$8,864.33"
858,5,7,6,3,"$6,569.98"
859,9,6,5,10,"$9,592.63"
860,5,6,4,16,"$5,461.66"
861,10,7,0,3,$717.73
862,7,8,3,6,$375.62
863,1,4,0,7,$5.18
864,1,8,4,7,"$11,708.76"
865,3,5,0,5,$622.15
866,2,7,8,13,"$42,902.87"
867,6,5,3,4,$578.40
868,6,10,2,6,"$85,788.62"
869,5,2,3,9,$39.19
870,0,1,1,16,$6.20
871,8,3,1,19,"$84,350.98"
872,8,9,2,9,$120.30
873,8,3,1,8,$215.74
874,2,3,1,15,$9.28
875,8,2,4,15,"$7,858.91"
876,10,6,8,11,$91.81
877,4,1,8,15,$987.13
878,2,1,4,20,"$74,205.92"
879,5,7,6,17,"$76,781.26"
880,7,9,4,18,$9.81
881,1,0,0,7,"$4,942.42"
882,6,3,8,3,$2.88
883,5,6,2,20,$214.59
884,2,2,6,19,$26.72
885,10,5,7,4,$42.13
886,2,5,0,15,$27.86
887,7,0,9,9,"$78,218.87"
888,8,0,6,13,$4.32
889,2,1,3,2,$580.52
890,9,0,1,9,$9.10
891,5,6,6,17,"$71,901.61"
892,4,4,5,10,"$1,505.93"
893,1,3,3,2,"$1,602.47"
894,3,3,2,19,$0.27
895,7,2,9,9,$0.58
896,0,1,4,15,$767.51
897,7,7,8,6,$50.53
898,2,2,2,16,$35.33
899,8,3,1,16,"$5,447.89"
900,8,8,5,9,$830.24
901,8,8,9,5,$89.19
902,7,3,4,17,$7.02
903,7,5,1,10,$0.19
904,3,6,0,15,$30.87
905,1,10,10,5,$503.68
906,5,10,0,2,"$6,097.55"
907,9,8,3,8,$47.69
908,0,9,9,19,$8.96
909,8,2,6,19,"$4,296.80"
910,0,10,10,18,$9.59
911,7,10,3,8,"$70,207.56"
912,6,2,2,5,$4.25
913,1,1,6,7,$9.60
914,6,2,2,16,$3.41
915,3,2,2,1,$9.62
916,9,10,8,3,"$14,411.14"
917,1,9,9,16,$81.96
918,8,10,4,12,$77.55
919,10,3,7,2,$6.65
920,7,1,8,7,$98.38
921,10,8,5,11,"$27,205.37"
922,9,7,6,11,$64.94
923,8,7,1,6,$257.73
924,10,1,3,13,"$8,117.92"
925,2,0,5,20,$38.77
926,4,1,8,12,$15.30
927,10,7,3,12,$931.22
928,7,7,3,9,$68.80
929,4,2,9,6,$832.57
930,0,8,2,17,"$5,874.75"
931,6,6,6,19,"$69,232.73"
932,10,9,3,20,"$72,656.94"
933,4,9,0,3,$309.33
934,10,6,2,12,$679.24
935,3,1,3,13,$782.33
936,6,4,8,7,"$26,826.11"
937,0,3,5,12,$781.65
938,4,8,7,2,"$4,840.65"
939,1,8,6,10,"$35,745.52"
940,5,5,6,13,$709.05
941,8,8,2,3,$25.70
942,6,3,1,3,"$62,685.32"
943,6,7,8,3,$3.27
944,6,2,0,1,$54.53
945,8,4,0,15,"$7,588.89"
946,7,8,10,4,$2.46
947,8,3,10,2,$9.36
948,8,1,8,12,$514.61
949,0,2,4,16,$502.94
950,0,1,1,16,$346.91
951,10,9,7,19,"$31,355.08"
952,7,6,8,8,"$59,073.97"
953,2,4,5,6,"$84,419.86"
954,0,6,6,5,$605.74
955,0,3,1,11,$573.60
956,5,0,3,3,$853.89
957,4,0,2,2,"$75,812.39"
958,1,3,0,2,"$71,620.69"
959,5,1,6,12,$3.25
960,8,4,5,6,"$9,462.31"
961,10,2,4,19,"$74,022.21"
962,2,6,9,16,"$32,504.65"
963,6,4,1,8,$522.37
964,6,9,0,19,"$9,379.92"
965,5,8,9,19,"$6,098.40"
966,9,3,1,14,$17.10
967,2,6,3,14,"$4,902.93"
968,7,9,5,17,$2.89
969,7,9,10,3,"$8,142.58"
970,5,0,3,18,$547.22
971,2,9,5,20,$74.69
972,2,1,3,17,"$2,042.69"
973,3,8,4,4,$73.16
974,3,3,3,14,$945.46
975,5,2,5,17,$683.36
976,0,5,3,17,"$2,720.24"
977,1,7,10,16,$8.65
978,7,5,10,19,"$1,704.89"
979,3,5,9,15,$555.45
980,5,8,3,3,"$2,783.42"
981,9,2,9,12,$17.99
982,6,2,2,16,$6.43
983,9,2,2,15,$31.43
984,10,6,8,11,$808.04
985,7,10,4,12,$596.84
986,10,10,5,8,$69.42
987,6,2,4,11,$6.76
988,1,5,3,6,"$1,519.01"
989,3,6,4,18,$16.07
990,5,10,0,19,"$92,083.64"
991,7,5,9,3,$15.19
992,8,8,7,20,$987.48
993,6,3,7,14,"$33,543.40"
994,2,10,1,1,$942.10
995,6,1,8,6,"$17,910.84"
996,5,7,5,14,"$67,022.04"
997,6,3,4,16,"$2,770.33"
998,8,9,7,7,$8.08
999,3,2,10,14,$8.02
